cond,Lprime,mean,std
GR $u$ desc,170,0.05838,0.14197
GR $u$ desc,171,0.05831,0.14252
GR $u$ desc,172,0.0584,0.14279
GR $u$ desc,173,0.05932,0.14299
GR $u$ desc,174,0.05957,0.14259
GR $u$ desc,175,0.05991,0.14249
GR $u$ desc,176,0.05997,0.1421
GR $u$ desc,177,0.06092,0.14267
GR $u$ desc,178,0.06082,0.14264
GR $u$ desc,179,0.06124,0.14275
GR $u$ desc,180,0.06093,0.14288
GR $u$ desc,181,0.06041,0.14312
GR $u$ desc,182,0.06054,0.14342
GR $u$ desc,183,0.0608,0.1436
GR $u$ desc,184,0.06134,0.1436
GR $u$ desc,185,0.06128,0.14355
GR $u$ desc,186,0.06176,0.14439
GR $u$ desc,187,0.0618,0.14452
GR $u$ desc,188,0.0625,0.14505
GR $u$ desc,189,0.06261,0.14514
GR $u$ desc,190,0.06295,0.14538
GR $u$ desc,191,0.06294,0.14549
GR $u$ desc,192,0.06298,0.14539
GR $u$ desc,193,0.06242,0.14633
GR $u$ desc,194,0.06279,0.14616
GR $u$ desc,195,0.06346,0.14685
GR $u$ desc,196,0.06359,0.14651
GR $u$ desc,197,0.06324,0.1468
GR $u$ desc,198,0.06287,0.1471
GR $u$ desc,199,0.06292,0.1472
GR $u$ desc,200,0.06314,0.14695
